qid,Aen,Len,Lde,Lfr,Les,Ltr,Den,P2,P3,P287,P125,P156,P146,P771,P131,P131,?,,,,,,,,,,,,,,,,,,,,"FactGrid Items for Universities, Museums",
factgrid_id,abb,collection_name Collection,collection_name Collection,,,,,,,type of organization,collection_actor_status,collection_url,cdli_url,wikidata_id,research projs,,wiki_url_eng,collection_name_native,name_native_iso,wiki_url_native,geonames_id,collection_id,cdli_id,collection_holding_status,collection_actor,collection_actor_status,collection_loc,country_iso,region_gadm,district_gadm,notes,to_be_deleted,url_native_iso,osm_id,osm_type,,,
,,J. Ternbach Collection,J. Ternbach Collection,J. Ternbach Collection,J. Ternbach Collection,J. Ternbach Collection,"Private collection: Ternbach, J., New York, New York, USA",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/958,,Q389597,Q389595,,,,,,1181,958,Unknown,Person,Individual,0,USA,USA.33_1,USA.33.32_1,,0,,,,,,
,,J. Willard Marriott Library,J. Willard Marriott Library,J. Willard Marriott Library,J. Willard Marriott Library,J. Willard Marriott Library,University of Utah - J. Willard Marriott Library,Q550435,,Q160273,Q11278,https://lib.utah.edu,https://cdli.earth/collections/1379,Q611442,Q389597,Q389595,https://en.wikipedia.org/wiki/J._Willard_Marriott_Library,J. Willard Marriott Library,eng,https://en.wikipedia.org/wiki/J._Willard_Marriott_Library,7185050,1333,1379,Extant,Educational institution,Public,1,USA,USA.45_1,USA.45.18_1,,0,eng,,,,University of Cambridge,https://database.factgrid.de/entity/Q144990
,,Jacobsen Collection,Jacobsen Collection,Jacobsen Collection,Jacobsen Collection,Jacobsen Collection,Private collection: Jacobsen collection,Q21411,,Q173099,Q11267,,https://cdli.earth/collections/130,,Q389597,Q389595,,,,,,625,130,Unknown,Person,Individual,0,,,,,0,,,,,,
,,James Madison University Collection,James Madison University Collection,James Madison University Collection,James Madison University Collection,James Madison University Collection,"James Madison University, Harrisonburg, Virginia, USA",Q21411,Q529854,Q160273,Q11278,https://www.jmu.edu/index.shtml,https://cdli.earth/collections/1142,Q258943,Q389597,Q389595,https://en.wikipedia.org/wiki/James_Madison_University,James Madison University,eng,https://en.wikipedia.org/wiki/James_Madison_University,4766466,950,1142,Extant,Educational institution,Public,1,USA,USA.47_1,USA.47.59_1,,0,eng,,,,University of Paris 1 Pantheon-Sorbonne,https://database.factgrid.de/entity/Q452758
,,James R. Lybrand Collection,James R. Lybrand Collection,James R. Lybrand Collection,James R. Lybrand Collection,James R. Lybrand Collection,"Lybrand, James R., Alfred Cove WA 6154, Australia",Q21411,,,Q11276,,https://cdli.earth/collections/403,,Q389597,Q389595,,,,,,997,403,Unknown,Unknown,Unknown,0,AUS,AUS.11_1,AUS.11.76_1,,0,,,,,,
,,Jean-François Ponsar Collection,Jean-François Ponsar Collection,Jean-François Ponsar Collection,Jean-François Ponsar Collection,Jean-François Ponsar Collection,"Private collection: Ponsar, Jean-François, Brussels, Belgium",Q21411,,Q173099,Q11267,,,,Q389597,Q389595,,,,,,670,0,Extant,Person,Individual,0,BEL,BEL.1_1,BEL.1.1_1,,0,,,,,,
,,Jean-Pierre Grégoire Collection,Jean-Pierre Grégoire Collection,Jean-Pierre Grégoire Collection,Jean-Pierre Grégoire Collection,Jean-Pierre Grégoire Collection,"Private collection: Grégoire, Jean-Pierre, France",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/481,,Q389597,Q389595,,,,,,910,481,Unknown,Person,Individual,0,FRA,,,,0,,,,,,
,,Jens Langeland Knudsen Collection,Jens Langeland Knudsen Collection,Jens Langeland Knudsen Collection,Jens Langeland Knudsen Collection,Jens Langeland Knudsen Collection,"Private collection: Knudsen, Jens Langeland, Copenhagen, Denmark",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/477,,Q389597,Q389595,,,,,,974,477,Unknown,Person,Individual,0,DNK,DNK.1_1,DNK.1.25_1,,0,,,,,,
,,Jerry Brown Collection,Jerry Brown Collection,Jerry Brown Collection,Jerry Brown Collection,Jerry Brown Collection,"Private collection: Jerry Brown, Springfield, Virginia, USA",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/66,,Q389597,Q389595,,,,,,953,66,Unknown,Person,Individual,0,USA,USA.47_1,USA.47.40_1,,0,,,,,,
,,Jerusalem Archaeological Park Collection,Jerusalem Archaeological Park Collection,Jerusalem Archaeological Park Collection,Jerusalem Archaeological Park Collection,Jerusalem Archaeological Park Collection,"Ophel Archaeological Garden, Jerusalem, Israel",Q23239,,Q145257,Q11278,https://jerusalemfoundation.org/old-project/ophel-archeological-park-yitzhak-ben-youssef-levy-garden-the-ophel,,Q6605079,Q389597,Q389595,,הגן הארכיאולוגי ירושלים,heb,,0,26,0,Extant,Agency,Public,1,PSE,PSE.2_1,PSE.2.5_1,,0,,3820186,relation,,Eutiner Landesbibliothek,https://database.factgrid.de/entity/Q34689
,,Jesús Vico Collection,Jesús Vico Collection,Jesús Vico Collection,Jesús Vico Collection,Jesús Vico Collection,"Jesús Vico S.A. (gallery), Madrid, Spain",Q21411,,Q21907,Q11276,https://www.jesusvico.com,https://cdli.earth/collections/−190,,Q389597,Q389595,,Jesús Vico,spa,,0,1292,-190,Unknown,Company,Group,1,ESP,ESP.8_1,ESP.8.1_1,,0,,2702000233,node,,Saarland University,https://database.factgrid.de/entity/Q419363
,,Jim Falk Collection,Jim Falk Collection,Jim Falk Collection,Jim Falk Collection,Jim Falk Collection,"Private collection: Falk, Jim. Melbourne, Victoria, Australia",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/1008,Q6194907,Q389597,Q389595,https://en.wikipedia.org/wiki/Jim_Falk,,,https://en.wikipedia.org/wiki/Jim_Falk,,874,1008,Unknown,Person,Individual,0,AUS,https://en.wikipedia.org/wiki/Jim_Falk,,,0,eng,,,,,
,,Joaquín Lizana Collection,Joaquín Lizana Collection,Joaquín Lizana Collection,Joaquín Lizana Collection,Joaquín Lizana Collection,"Private collection: Lizana, Joaquín. Huesca, Spain",Q21411,,Q173099,Q11267,,,,Q389597,Q389595,,,,,,180,0,Unknown,Person,Individual,0,ESP,ESP.2_1,ESP.2.1_1,,0,,,,,,
,,Joe Ashton Collection,Joe Ashton Collection,Joe Ashton Collection,Joe Ashton Collection,Joe Ashton Collection,"Private collection: Ashton, Joe, UK",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/49,,Q389597,Q389595,,,,,,738,49,Unknown,Person,Individual,0,GBR,,,,0,,,,,,
,,Joel Belding Collection,Joel Belding Collection,Joel Belding Collection,Joel Belding Collection,Joel Belding Collection,"Private collection: Belding, Joel. Irvine, California, USA",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/864,,Q389597,Q389595,,,,,,753,864,Unknown,Person,Individual,0,USA,USA.5_1,USA.5.30_1,,0,,,,,,
,,John C. Deaton Collection,John C. Deaton Collection,John C. Deaton Collection,John C. Deaton Collection,John C. Deaton Collection,"Private collection: Deaton, John C. USA",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/411,,Q389597,Q389595,,,,,,843,411,Unknown,Person,Individual,0,USA,,,,0,,,,,,
,,John Crosby Collection,John Crosby Collection,John Crosby Collection,John Crosby Collection,John Crosby Collection,"Private collection: Crosby, Forest Hale. Northumberland, UK",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/836,,Q389597,Q389595,,,,,,833,836,Unknown,Person,Individual,0,GBR,GBR.1_1,GBR.1.65_1,,0,,,,,,
,,John Elliott Classics Museum,John Elliott Classics Museum,John Elliott Classics Museum,John Elliott Classics Museum,John Elliott Classics Museum,"John Elliot Classic Museum, University of Tasmania, Hobart, Tasmania, Australia",Q23239,,Q160273,Q11278,https://exhibit.utas.edu.au/s/university-of-tasmania-cultural-collections/page/john-elliott-classics-museum,https://cdli.earth/collections/1218,Q962011,Q389597,Q389595,https://en.wikipedia.org/wiki/University_of_Tasmania,John Elliott Classics Museum,eng,https://en.wikipedia.org/wiki/University_of_Tasmania,0,954,1218,Extant,Educational institution,Public,1,AUS,AUS.9_1,AUS.9.15_1,,0,eng,23921183,way,,Interlibrary loan,https://database.factgrid.de/entity/Q399787
,,John Hay Library,John Hay Library,John Hay Library,John Hay Library,John Hay Library,"John Hay Library, Brown University, Providence, Rhode Island, USA",Q550435,,Q160273,Q11276,https://library.brown.edu/hay,https://cdli.earth/collections/1267,Q6238357,Q389597,Q389595,https://en.wikipedia.org/wiki/John_Hay_Library,John Hay Library,eng,https://en.wikipedia.org/wiki/John_Hay_Library,5222914,955,1267,Extant,Educational institution,Group,1,USA,USA.40_1,USA.40.4_1,,0,eng,,,,Weimar Princely Free Drawing School,https://database.factgrid.de/entity/Q146358
,,John T. Richardson Library,John T. Richardson Library,John T. Richardson Library,John T. Richardson Library,John T. Richardson Library,"Special Collections and Archives, John T. Richardson Library, DePaul University, Chicago, Illinois, USA",Q550435,,Q160273,Q11276,https://library.depaul.edu/special-collections/Pages/default.aspx,https://cdli.earth/collections/334,Q1179603,Q389597,Q389595,https://en.wikipedia.org/wiki/DePaul_University,John T. Richardson Library,eng,https://en.wikipedia.org/wiki/DePaul_University,0,275,334,Extant,Educational institution,Group,1,USA,USA.14_1,USA.14.16_1,,0,eng,28010765,way,,"Charles University, Prague",https://database.factgrid.de/entity/Q146387
,,Johns Hopkins University Collection,Johns Hopkins University Collection,Johns Hopkins University Collection,Johns Hopkins University Collection,Johns Hopkins University Collection,"Johns Hopkins University, Baltimore, MD, USA",Q21411,Q529854,Q160273,Q11276,https://www.jhu.edu,https://cdli.earth/collections/898,Q193727,Q389597,Q389595,https://en.wikipedia.org/wiki/Johns_Hopkins_University,Johns Hopkins University,eng,https://en.wikipedia.org/wiki/Johns_Hopkins_University,4359528,219,898,Extant,Educational institution,Group,1,USA,USA.45_1,USA.45.18_1,,0,eng,,,,Université Paris VII,https://database.factgrid.de/entity/Q452766
,,Jon Church Collection,Jon Church Collection,Jon Church Collection,Jon Church Collection,Jon Church Collection,"Church, Jon, Sequim, Washington, USA",Q21411,,,Q11276,,https://cdli.earth/collections/109,,Q389597,Q389595,,,,,,808,109,Uncertain,Uncertain,Uncertain,0,USA,USA.48_1,USA.48.5_1,,0,,,,,,
,,Jonathan P. Rosen Collection,Jonathan P. Rosen Collection,Jonathan P. Rosen Collection,Jonathan P. Rosen Collection,Jonathan P. Rosen Collection,"Private collection: Rosen, Jonathan P. New York, New York, USA",Q21411,,Q173099,Q11267,,,,Q389597,Q389595,,,,,,265,1215; 1012,Uncertain,Person,Individual,0,USA,USA.31_1,,,0,,,,,,
,,Jordan Archaeological Museum,Jordan Archaeological Museum,Jordan Archaeological Museum,Jordan Archaeological Museum,Jordan Archaeological Museum,"Jordan Archaeological Museum, Amman, Jordan",Q23239,,Q145257,Q11278,http://doa.gov.jo/Museum-Preview.aspx?Id=12,https://cdli.earth/collections/1145,Q1444552,Q389597,Q389595,https://en.wikipedia.org/wiki/Jordan_Archaeological_Museum,متحف الآثار الأردني,ara,https://ar.wikipedia.org/wiki/متحف_الآثار_الأردني,0,956,1145,Extant,Agency,Public,1,JOR,JOR.2_1,JOR.2.1_1,,0,ara,381723554,way,,Biblioteka Polskiej Akademii Nauk,https://database.factgrid.de/entity/Q34913
,,Jordi Campalans Collection,Jordi Campalans Collection,Jordi Campalans Collection,Jordi Campalans Collection,Jordi Campalans Collection,"Private collection: Campalans, Jordi. Barcelona, Spain",Q21411,,Q173099,Q11267,,,,Q389597,Q389595,,,,,,109,0,Unknown,Person,Individual,0,ESP,ESP.6_1,ESP.6.1_1,,0,,,,,,
,,Joslyn Art Museum,Joslyn Art Museum,Joslyn Art Museum,Joslyn Art Museum,Joslyn Art Museum,"Joslyn Memorial Art Museum, Omaha, Nebraska, USA",Q23239,,,Q11276,https://www.joslyn.org/,https://cdli.earth/collections/1196,Q1372546,Q389597,Q389595,https://en.wikipedia.org/wiki/Joslyn_Art_Museum,Joslyn Art Museum,eng,https://en.wikipedia.org/wiki/Joslyn_Art_Museum,5071140,957,1196,Extant,Uncertain,Uncertain,1,USA,USA.28_1,USA.28.28_1,,0,eng,,,,University of Rostock,https://database.factgrid.de/entity/Q22468
,,K. Atarashi Collection,K. Atarashi Collection,K. Atarashi Collection,K. Atarashi Collection,K. Atarashi Collection,"Private collection: Atarashi, K. Tokyo, Japan",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/576,,Q389597,Q389595,,,,,,740,576,Unknown,Person,Individual,0,JPN,JPN.41_1,,,0,,,,,,
,,K. Frauenberger Collection,K. Frauenberger Collection,K. Frauenberger Collection,K. Frauenberger Collection,K. Frauenberger Collection,"Private collection: Frauenberger, K. Germany",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/1158,,Q389597,Q389595,,,,,,336,1158,Uncertain,Person,Individual,0,DEU,,,,0,,,,,,
,,K. Gleason Collection,K. Gleason Collection,K. Gleason Collection,K. Gleason Collection,K. Gleason Collection,"Private collection: Gleason, K. Alameda, California, USA",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/1096,,Q389597,Q389595,,,,,,900,1096,Unknown,Person,Individual,0,USA,USA.5_1,USA.5.1_1,,0,,,,,,
,,Kahramanmaraş Archaeology Museum,Kahramanmaraş Archaeology Museum,Kahramanmaraş Archaeology Museum,Kahramanmaraş Archaeology Museum,Kahramanmaraş Archaeology Museum,"Kahramanmaraş Museum, Turkey",Q23239,,Q145257,Q11278,https://www.kulturportali.gov.tr/turkiye/kahramanmaras/gezilecekyer/kahramanmaras-arkeoloji-muzesi,https://cdli.earth/collections/1147,Q18410357,Q389597,Q389595,https://en.wikipedia.org/wiki/Kahramanmaraş_Archaeology_Museum,Kahramanmaraş Arkeoloji Müzesi,tur,https://tr.wikipedia.org/wiki/Kahramanmaraş_Arkeoloji_Müzesi,0,637,1147,Extant,Agency,Public,1,TUR,TUR.42_1,TUR.42.7_1,,0,tur,582203582,way,,Stadtbibliothek Nürnberg,https://database.factgrid.de/entity/Q77255
,,Kaku Collection,Kaku Collection,Kaku Collection,Kaku Collection,Kaku Collection,"Private collection: Kaku, Tokyo, Japan",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/410,,Q389597,Q389595,,,,,,958,410,Unknown,Person,Individual,0,JPN,JPN.41_1,,,0,,,,,,
,,Kalamazoo Valley Museum,Kalamazoo Valley Museum,Kalamazoo Valley Museum,Kalamazoo Valley Museum,Kalamazoo Valley Museum,"Kalamazoo Valley Museum, Kalamazoo, Michigan, USA; Kalamazoo Valley Museum, Kalamazoo, Michigan, USA",Q23239,,Q145257,Q11278,https://kalamazoomuseum.org,,Q6350425,Q389597,Q389595,https://en.wikipedia.org/wiki/Kalamazoo_Valley_Museum,Kalamazoo Valley Museum,eng,https://en.wikipedia.org/wiki/Kalamazoo_Valley_Museum,7727676,102,202; 707,Extant,Agency,Public,1,USA,USA.23_1,USA.23.39_1,,0,eng,,,,Anhaltische Landesbücherei,https://database.factgrid.de/entity/Q77395
,,Kalley Collection,Kalley Collection,Kalley Collection,Kalley Collection,Kalley Collection,Private collection: Kalley,Q21411,,Q173099,Q11267,,https://cdli.earth/collections/368,,Q389597,Q389595,,,,,,959,368,Unknown,Person,Individual,0,,,,,0,,,,,,
,,Kansai University Library,Kansai University Library,Kansai University Library,Kansai University Library,Kansai University Library,"Kansai University Library, Osaka, Japan",Q550435,,Q160273,Q11276,https://opac.lib.kansai-u.ac.jp,https://cdli.earth/collections/1020,,Q389597,Q389595,,関西大学図書館,jpn,,0,169,1020,Extant,Educational institution,Group,0,JPN,JPN.33_1,JPN.33.34_1,,0,,423067229,way,,University of Groningen,https://database.factgrid.de/entity/Q146420
,,"Kapuzinerkloster, Münster Collection","Kapuzinerkloster, Münster Collection","Kapuzinerkloster, Münster Collection","Kapuzinerkloster, Münster Collection","Kapuzinerkloster, Münster Collection","Kapuzinerkloster, Münster, Germany",Q21411,,Q34987,Q11276,https://www.kapuziner.de/muenster,https://cdli.earth/collections/533,Q1450351,Q389597,Q389595,,Kapuziner-Kloster,deu,https://de.wikipedia.org/wiki/Klöster_franziskanischer_Orden_in_Münster,0,960,533,Unknown,Foundation,Group,1,DEU,DEU.10_1,DEU.10.33_1,,0,deu,1480117,relation,,Biblioteca Xeral da Universidade de Santiago de Compostela,https://database.factgrid.de/entity/Q780355
,,Karpeles Manuscript Library,Karpeles Manuscript Library,Karpeles Manuscript Library,Karpeles Manuscript Library,Karpeles Manuscript Library,"Private collection: Karpeles Manuscript Library, Santa Barbara, California, USA",Q11249,,Q173099,Q11267,https://karpeles.com/museums/sb.php,,,Q389597,Q389595,,Karpeles Manuscript Library,eng,,0,602,129; 407,Extant,Person,Individual,1,USA,USA.5_1,USA.5.42_1,,0,,234950157,way,,Palau Solterra,https://database.factgrid.de/entity/Q878871
,,Katz Center for Advanced Judaic Studies Collection,Katz Center for Advanced Judaic Studies Collection,Katz Center for Advanced Judaic Studies Collection,Katz Center for Advanced Judaic Studies Collection,Katz Center for Advanced Judaic Studies Collection,"Center for Advanced Judaic Studies, University of Pennsylvania, Philadephia, Pennsylvania, USA; Annenberg Institute, University of Pennsylvania, Philadelphia, Pennsylvania, USA",Q550435,,Q160273,Q11276,https://katz.sas.upenn.edu,,Q5059469,Q389597,Q389595,https://en.wikipedia.org/wiki/Katz_Center_for_Advanced_Judaic_Studies,Katz Center for Advanced Judaic Studies,eng,https://en.wikipedia.org/wiki/Katz_Center_for_Advanced_Judaic_Studies,0,410,31; 389,Extant,Educational institution,Group,1,USA,USA.39_1,USA.39.51_1,,0,eng,705305500,way,,"Hohe Karlsschule, Stuttgart",https://database.factgrid.de/entity/Q147139
,,Kazmitcheff Collection,Kazmitcheff Collection,Kazmitcheff Collection,Kazmitcheff Collection,Kazmitcheff Collection,"Private collection: Kazmitcheff, unlocated",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/175,,Q389597,Q389595,,,,,,963,175,Unknown,Person,Individual,0,,,,,0,,,,,,
,,Kelekian-Khan Collection,Kelekian-Khan Collection,Kelekian-Khan Collection,Kelekian-Khan Collection,Kelekian-Khan Collection,"Private collection: Kelekian-Khan, unlocated",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/871,,Q389597,Q389595,,,,,,964,871,Unknown,Person,Individual,0,,,,,0,,,,,,
